timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,duration_sec,attack_type,severity,label
2026-06-09 14:31:01,192.168.1.43,208.186.229.20,33690,25,TCP,9169,4.7474,Normal,None,Normal
2026-06-09 14:31:39,31.55.110.214,192.168.1.52,25582,892,TCP,96,0.0376,Port Scan,Low,Attack
2026-06-09 14:35:38,192.168.1.56,216.158.181.41,48863,143,TCP,5782,1.008,Normal,None,Normal
2026-06-09 14:41:02,192.168.1.23,189.47.122.223,46631,143,TCP,3081,4.0401,Normal,None,Normal
2026-06-09 14:41:39,23.2.103.250,192.168.1.58,58894,3306,TCP,1688,0.1013,SQL Injection,High,Attack
2026-06-09 14:43:16,10.0.0.2,143.185.194.168,10194,80,UDP,5993,3.2644,Normal,None,Normal
2026-06-09 14:44:37,10.0.0.28,165.195.90.89,32200,3306,TCP,3753,2.9854,Normal,None,Normal
2026-06-09 14:50:18,181.251.112.72,192.168.1.49,11361,1234,TCP,3819,18.0321,Malware C2,Critical,Attack
2026-06-09 14:53:29,192.168.1.15,143.144.27.83,42912,80,TCP,13333,1.6035,Normal,None,Normal
2026-06-09 14:55:41,10.0.0.3,149.235.223.133,1623,53,TCP,1313,3.5651,Normal,None,Normal
2026-06-09 14:57:03,25.33.67.55,10.0.0.7,22848,443,UDP,64610,0.0022,DDoS,Critical,Attack
2026-06-09 14:57:38,192.168.1.46,222.30.197.215,37892,110,UDP,5673,3.7958,Normal,None,Normal
2026-06-09 14:58:01,192.168.1.50,82.92.128.113,5320,5432,UDP,8322,0.8993,Normal,None,Normal
2026-06-09 14:58:47,25.33.67.55,192.168.1.55,60390,22,TCP,278,1.6382,Brute Force,High,Attack
2026-06-09 14:59:46,110.11.12.160,10.0.0.13,33015,3306,TCP,775,0.3408,SQL Injection,High,Attack
2026-06-09 15:03:44,192.168.1.56,212.97.19.5,56424,3306,TCP,12191,1.6147,Normal,None,Normal
2026-06-09 15:04:54,192.168.1.29,157.134.16.175,20637,25,TCP,7911,2.0373,Normal,None,Normal
2026-06-09 15:08:27,192.168.1.52,14.153.143.9,56176,5432,UDP,14516,4.8852,Normal,None,Normal
2026-06-09 15:08:27,10.0.0.24,78.250.21.40,43920,5432,TCP,8715,0.1353,Normal,None,Normal
2026-06-09 15:08:28,110.11.12.160,10.0.0.1,47462,443,UDP,25883,0.0092,DDoS,Critical,Attack
2026-06-09 15:11:32,10.0.0.5,181.210.160.167,44354,5432,UDP,4201,4.9717,Normal,None,Normal
2026-06-09 15:13:52,159.190.8.211,10.0.0.20,42576,443,UDP,3716,0.0049,DDoS,Critical,Attack
2026-06-09 15:16:33,192.168.1.38,175.155.35.204,2128,25,TCP,4291,0.3874,Normal,None,Normal
2026-06-09 15:22:32,10.0.0.24,31.178.154.64,23417,110,UDP,8523,0.5289,Normal,None,Normal
2026-06-09 15:22:49,49.158.14.52,192.168.1.36,26976,360,TCP,47,0.0419,Port Scan,Low,Attack
2026-06-09 15:23:31,10.0.0.24,183.147.17.24,8570,3306,TCP,1202,3.4872,Normal,None,Normal
2026-06-09 15:25:04,159.190.8.211,10.0.0.24,13633,1234,TCP,3030,15.3548,Malware C2,Critical,Attack
2026-06-09 15:25:17,140.18.101.214,10.0.0.25,43663,443,UDP,16981,0.005,DDoS,Critical,Attack
2026-06-09 15:25:22,10.0.0.17,219.186.222.240,55758,53,TCP,4089,2.5848,Normal,None,Normal
2026-06-09 15:28:42,192.168.1.43,154.36.100.252,9826,53,UDP,7076,1.1218,Normal,None,Normal
2026-06-09 15:31:28,192.168.1.25,143.189.202.247,15541,3306,UDP,3361,2.2784,Normal,None,Normal
2026-06-09 15:38:32,131.88.8.146,10.0.0.6,53077,443,TCP,1448,0.2143,SQL Injection,High,Attack
2026-06-09 15:38:59,10.0.0.16,90.224.161.197,20446,3306,UDP,5171,4.2771,Normal,None,Normal
2026-06-09 15:43:44,192.168.1.56,65.161.173.167,29015,443,TCP,6369,4.757,Normal,None,Normal
2026-06-09 15:45:55,110.11.12.160,10.0.0.6,11106,963,TCP,80,0.003,Port Scan,Low,Attack
2026-06-09 15:46:12,192.168.1.26,154.184.67.109,50981,5432,TCP,2497,3.5058,Normal,None,Normal
2026-06-09 15:46:44,192.168.1.48,37.242.110.29,41839,143,TCP,11054,2.6495,Normal,None,Normal
2026-06-09 15:48:14,180.182.144.41,192.168.1.38,62052,3306,TCP,1643,0.4293,SQL Injection,High,Attack
2026-06-09 15:50:06,10.0.0.16,104.13.132.246,49220,53,TCP,2537,1.9561,Normal,None,Normal
2026-06-09 15:51:48,192.168.1.52,218.93.212.94,21177,80,UDP,14110,3.7166,Normal,None,Normal
2026-06-09 15:52:21,31.55.110.214,192.168.1.12,51926,6666,TCP,2514,15.1351,Malware C2,Critical,Attack
2026-06-09 15:53:09,10.0.0.15,199.106.58.137,2572,5432,UDP,5311,2.3353,Normal,None,Normal
2026-06-09 15:54:08,192.168.1.31,188.42.187.109,33245,443,TCP,3465,3.7431,Normal,None,Normal
2026-06-09 15:54:13,10.0.0.27,180.255.236.68,8045,80,UDP,14983,3.8517,Normal,None,Normal
2026-06-09 15:54:14,10.0.0.27,202.59.200.95,58251,110,UDP,9754,0.1049,Normal,None,Normal
2026-06-09 16:02:43,175.103.245.200,192.168.1.23,5912,53,UDP,40366,0.0083,DDoS,Critical,Attack
2026-06-09 16:03:53,23.2.103.250,192.168.1.58,57363,443,TCP,1279,0.4755,SQL Injection,High,Attack
2026-06-09 16:04:01,192.168.1.26,198.121.227.97,31378,80,UDP,1332,2.5602,Normal,None,Normal
2026-06-09 16:06:10,91.199.120.208,192.168.1.43,29458,6666,TCP,3914,1.3308,Malware C2,Critical,Attack
2026-06-09 16:10:44,10.0.0.24,200.175.206.69,31833,80,UDP,6436,1.0782,Normal,None,Normal
2026-06-09 16:11:46,192.168.1.42,29.54.150.173,31448,443,TCP,5559,3.3844,Normal,None,Normal
2026-06-09 16:12:20,192.168.1.25,46.69.6.153,42216,5432,UDP,8789,0.6028,Normal,None,Normal
2026-06-09 16:12:31,79.15.41.166,192.168.1.47,9990,21,TCP,393,1.6999,Brute Force,High,Attack
2026-06-09 16:14:38,192.168.1.52,131.149.67.148,59924,22,UDP,9497,3.9967,Normal,None,Normal
2026-06-09 16:15:58,192.168.1.49,194.232.122.161,16774,22,TCP,10659,4.6531,Normal,None,Normal
2026-06-09 16:17:19,192.168.1.19,209.150.6.137,9544,3306,TCP,6417,1.6342,Normal,None,Normal
2026-06-09 16:17:59,180.182.144.41,192.168.1.52,65006,4444,TCP,3654,1.5926,Malware C2,Critical,Attack
2026-06-09 16:19:44,200.236.100.70,192.168.1.34,54568,6666,TCP,1201,28.5385,Malware C2,Critical,Attack
2026-06-09 16:20:04,192.168.1.45,164.2.236.211,38255,80,UDP,7491,1.969,Normal,None,Normal
2026-06-09 16:23:40,140.18.101.214,10.0.0.16,32671,23,TCP,349,0.9906,Brute Force,High,Attack
2026-06-09 16:24:08,49.158.14.52,10.0.0.4,27887,404,TCP,96,0.0029,Port Scan,Low,Attack
2026-06-09 16:26:11,175.103.245.200,192.168.1.13,57132,71,TCP,77,0.0407,Port Scan,Low,Attack
2026-06-09 16:30:37,192.168.1.14,39.219.114.118,29895,443,TCP,11917,4.3757,Normal,None,Normal
2026-06-09 16:31:54,192.168.1.50,162.135.209.214,49922,22,TCP,11231,2.0334,Normal,None,Normal
2026-06-09 16:33:10,10.0.0.3,209.28.172.174,15403,443,TCP,11431,2.2851,Normal,None,Normal
2026-06-09 16:33:30,181.251.112.72,192.168.1.18,31233,664,UDP,66,0.0143,Port Scan,Low,Attack
2026-06-09 16:34:31,192.168.1.18,56.90.77.118,19225,110,TCP,5507,3.8369,Normal,None,Normal
2026-06-09 16:36:44,192.168.1.24,167.181.191.203,20903,5432,UDP,9794,2.6995,Normal,None,Normal
2026-06-09 16:37:21,10.0.0.18,179.40.110.80,27139,22,TCP,6156,3.3548,Normal,None,Normal
2026-06-09 16:37:59,140.18.101.214,192.168.1.16,33936,443,TCP,411,0.1333,SQL Injection,High,Attack
2026-06-09 16:39:46,192.168.1.25,104.150.80.126,12740,25,UDP,13897,1.3961,Normal,None,Normal
2026-06-09 16:41:09,192.168.1.47,218.41.86.124,55938,22,TCP,14249,3.0999,Normal,None,Normal
2026-06-09 16:41:49,192.168.1.24,203.71.217.83,58259,110,TCP,8599,4.1469,Normal,None,Normal
2026-06-09 16:42:11,10.0.0.23,209.36.105.176,49753,143,TCP,12740,0.9939,Normal,None,Normal
2026-06-09 16:44:21,79.15.41.166,192.168.1.49,17319,80,UDP,2204,0.01,DDoS,Critical,Attack
2026-06-09 16:44:36,10.0.0.20,110.94.185.221,64090,80,TCP,10140,3.9418,Normal,None,Normal
2026-06-09 16:47:18,10.0.0.17,60.154.58.79,44949,443,TCP,6440,0.8121,Normal,None,Normal
2026-06-09 16:50:45,192.168.1.49,71.180.74.38,41556,53,UDP,10529,1.622,Normal,None,Normal
2026-06-09 16:52:03,10.0.0.1,206.36.252.21,6941,110,UDP,14413,0.5241,Normal,None,Normal
2026-06-09 16:52:07,192.168.1.26,11.1.73.51,47842,80,TCP,1030,1.4573,Normal,None,Normal
2026-06-09 16:53:33,175.103.245.200,192.168.1.31,5729,22,TCP,407,1.1726,Brute Force,High,Attack
2026-06-09 16:54:30,79.15.41.166,192.168.1.15,25773,443,TCP,24195,0.0078,DDoS,Critical,Attack
2026-06-09 16:54:59,192.168.1.46,173.44.236.36,3128,443,TCP,1183,4.4177,Normal,None,Normal
2026-06-09 16:56:01,10.0.0.24,162.247.98.222,47548,80,TCP,12808,4.3942,Normal,None,Normal
2026-06-09 16:58:28,192.168.1.32,12.146.147.23,10830,3306,UDP,12924,2.6529,Normal,None,Normal
2026-06-09 17:00:00,192.168.1.11,21.111.134.118,14283,443,UDP,14170,3.5665,Normal,None,Normal
2026-06-09 17:02:56,49.158.14.52,10.0.0.28,55897,443,UDP,60899,0.0064,DDoS,Critical,Attack
2026-06-09 17:04:08,192.168.1.53,206.64.184.215,22773,443,UDP,7573,2.4088,Normal,None,Normal
2026-06-09 17:10:26,140.18.101.214,10.0.0.28,31049,3306,TCP,951,0.2653,SQL Injection,High,Attack
2026-06-09 17:12:29,192.168.1.29,151.210.70.21,14173,110,UDP,3075,1.8156,Normal,None,Normal
2026-06-09 17:12:51,192.168.1.18,98.99.164.240,10860,110,TCP,5267,1.1115,Normal,None,Normal
2026-06-09 17:14:40,91.199.120.208,192.168.1.33,21926,5432,TCP,1109,0.2373,SQL Injection,High,Attack
2026-06-09 17:15:11,192.168.1.32,186.90.193.99,30920,80,UDP,13646,3.9891,Normal,None,Normal
2026-06-09 17:16:04,175.103.245.200,10.0.0.20,20457,103,UDP,77,0.0142,Port Scan,Low,Attack
2026-06-09 17:18:35,192.168.1.53,222.114.217.188,7354,22,TCP,3813,4.7979,Normal,None,Normal
2026-06-09 17:18:44,192.168.1.29,33.32.81.203,14973,3306,UDP,408,0.3315,Normal,None,Normal
2026-06-09 17:23:50,192.168.1.55,114.99.148.255,4458,22,UDP,458,0.9538,Normal,None,Normal
2026-06-09 17:24:41,192.168.1.19,168.15.195.10,6909,3306,TCP,2427,3.6719,Normal,None,Normal
2026-06-09 17:24:57,10.0.0.21,218.248.141.172,33824,110,UDP,7827,4.3489,Normal,None,Normal
2026-06-09 17:33:43,10.0.0.18,166.83.239.198,59856,22,UDP,9342,2.8216,Normal,None,Normal
2026-06-09 17:34:29,31.55.110.214,192.168.1.39,5694,80,TCP,7614,0.0043,DDoS,Critical,Attack
2026-06-09 17:35:59,140.18.101.214,10.0.0.18,30927,8080,TCP,2466,19.1221,Malware C2,Critical,Attack
2026-06-09 17:36:38,192.168.1.15,137.196.248.175,61599,143,TCP,14950,3.478,Normal,None,Normal
2026-06-09 17:37:33,192.168.1.40,11.146.25.152,30281,22,TCP,1853,3.0103,Normal,None,Normal
2026-06-09 17:39:46,25.33.67.55,10.0.0.25,29690,80,UDP,3680,0.0065,DDoS,Critical,Attack
2026-06-09 17:42:31,10.0.0.12,97.195.224.70,38404,25,TCP,11722,2.3505,Normal,None,Normal
2026-06-09 17:44:18,192.168.1.27,70.148.192.176,61359,5432,TCP,11483,2.5843,Normal,None,Normal
2026-06-09 17:44:44,192.168.1.44,88.41.181.16,52958,53,TCP,4844,4.7569,Normal,None,Normal
2026-06-09 17:45:06,49.158.14.52,192.168.1.56,45225,156,TCP,76,0.0473,Port Scan,Low,Attack
2026-06-09 17:46:17,192.168.1.10,186.113.49.162,7581,143,UDP,6758,4.8117,Normal,None,Normal
2026-06-09 17:51:12,10.0.0.29,49.139.26.14,41907,143,TCP,8333,3.7747,Normal,None,Normal
2026-06-09 17:53:35,180.182.144.41,192.168.1.57,46319,3306,TCP,919,0.3776,SQL Injection,High,Attack
2026-06-09 17:53:35,192.168.1.35,149.163.238.179,7335,5432,UDP,13741,0.8328,Normal,None,Normal
2026-06-09 17:54:53,192.168.1.57,115.136.12.184,53240,110,TCP,7024,2.9601,Normal,None,Normal
2026-06-09 17:54:55,159.190.8.211,10.0.0.3,4009,443,TCP,32750,0.0041,DDoS,Critical,Attack
2026-06-09 17:56:19,192.168.1.35,168.152.231.38,35433,110,TCP,9422,4.3136,Normal,None,Normal
2026-06-09 17:56:26,10.0.0.18,66.191.136.232,46758,25,UDP,480,2.5609,Normal,None,Normal
2026-06-09 17:57:13,31.55.110.214,10.0.0.6,30024,23,TCP,350,0.3409,Brute Force,High,Attack
2026-06-09 17:58:02,10.0.0.14,14.245.155.116,11661,3306,UDP,10011,1.4794,Normal,None,Normal
2026-06-09 18:02:33,175.103.245.200,192.168.1.45,11212,934,UDP,93,0.0137,Port Scan,Low,Attack
2026-06-09 18:02:46,192.168.1.22,143.85.92.70,13525,22,UDP,2143,0.7952,Normal,None,Normal
2026-06-09 18:03:55,192.168.1.56,70.133.206.252,4928,5432,UDP,2388,4.6124,Normal,None,Normal
2026-06-09 18:04:36,140.18.101.214,192.168.1.48,6083,105,UDP,82,0.0129,Port Scan,Low,Attack
2026-06-09 18:05:28,192.168.1.21,217.86.117.29,21091,25,TCP,6825,3.4898,Normal,None,Normal
2026-06-09 18:09:57,192.168.1.46,44.126.178.228,8744,80,UDP,6876,4.4477,Normal,None,Normal
2026-06-09 18:11:03,25.33.67.55,192.168.1.49,49789,443,TCP,765,0.0934,SQL Injection,High,Attack
2026-06-09 18:12:56,192.168.1.14,6.208.229.137,56917,143,TCP,6485,2.3056,Normal,None,Normal
2026-06-09 18:14:40,192.168.1.23,196.101.71.32,1035,143,UDP,787,2.8299,Normal,None,Normal
2026-06-09 18:17:04,79.15.41.166,192.168.1.31,55106,416,UDP,72,0.0145,Port Scan,Low,Attack
2026-06-09 18:18:09,192.168.1.15,177.98.221.210,24703,22,TCP,8723,4.4362,Normal,None,Normal
2026-06-09 18:19:39,10.0.0.28,123.29.36.162,5273,80,UDP,9448,2.9461,Normal,None,Normal
2026-06-09 18:19:51,10.0.0.28,169.214.12.128,49615,443,TCP,5019,0.7083,Normal,None,Normal
2026-06-09 18:23:42,192.168.1.54,158.79.57.96,11575,443,TCP,916,0.9905,Normal,None,Normal
2026-06-09 18:29:14,10.0.0.17,141.0.213.148,55019,53,UDP,3689,3.338,Normal,None,Normal
2026-06-09 18:30:18,192.168.1.25,208.143.183.180,14511,5432,TCP,510,1.4473,Normal,None,Normal
2026-06-09 18:31:39,10.0.0.9,80.167.160.14,27528,443,UDP,9633,2.2035,Normal,None,Normal
2026-06-09 18:36:15,192.168.1.42,193.190.139.1,40927,22,TCP,9191,4.7071,Normal,None,Normal
2026-06-09 18:37:54,175.103.245.200,192.168.1.27,65197,6666,TCP,2203,4.4169,Malware C2,Critical,Attack
2026-06-09 18:40:03,10.0.0.1,221.141.204.181,48021,143,TCP,1407,2.779,Normal,None,Normal
2026-06-09 18:40:23,76.188.62.46,10.0.0.17,42399,3306,TCP,1613,0.3411,SQL Injection,High,Attack
2026-06-09 18:43:07,79.15.41.166,10.0.0.9,60972,3306,TCP,1921,0.4834,SQL Injection,High,Attack
2026-06-09 18:44:38,79.15.41.166,192.168.1.20,36267,34,TCP,119,0.0159,Port Scan,Low,Attack
2026-06-09 18:45:01,192.168.1.25,205.167.212.85,43146,5432,UDP,2854,2.1308,Normal,None,Normal
2026-06-09 18:45:25,91.199.120.208,10.0.0.6,55349,21,TCP,481,1.9862,Brute Force,High,Attack
2026-06-09 18:45:58,10.0.0.24,219.55.68.130,54158,110,UDP,14379,1.3441,Normal,None,Normal
2026-06-09 18:47:30,192.168.1.43,79.179.226.93,50653,22,TCP,13643,3.603,Normal,None,Normal
2026-06-09 18:49:50,192.168.1.45,203.173.127.134,41999,110,TCP,1674,4.0998,Normal,None,Normal
2026-06-09 18:49:53,10.0.0.2,49.73.147.88,3871,3306,UDP,6518,0.5654,Normal,None,Normal
2026-06-09 18:50:21,192.168.1.58,148.70.63.111,20699,143,TCP,12633,4.5416,Normal,None,Normal
2026-06-09 18:54:08,192.168.1.35,60.215.243.137,31489,143,UDP,6352,3.8855,Normal,None,Normal
2026-06-09 19:01:02,91.199.120.208,192.168.1.24,32511,458,UDP,46,0.0426,Port Scan,Low,Attack
2026-06-09 19:03:03,10.0.0.18,85.33.221.149,19302,110,TCP,7058,2.4209,Normal,None,Normal
2026-06-09 19:06:22,192.168.1.28,86.133.98.30,24433,143,TCP,11003,4.971,Normal,None,Normal
2026-06-09 19:11:51,91.199.120.208,10.0.0.20,40875,80,TCP,1102,0.1948,SQL Injection,High,Attack
2026-06-09 19:11:57,192.168.1.49,102.35.216.237,40858,53,TCP,13593,2.0316,Normal,None,Normal
2026-06-09 19:13:11,192.168.1.58,115.33.53.218,37258,443,UDP,5978,3.8575,Normal,None,Normal
2026-06-09 19:13:47,192.168.1.26,209.167.33.24,45879,53,UDP,8392,0.1669,Normal,None,Normal
2026-06-09 19:14:40,23.2.103.250,192.168.1.30,24672,22,TCP,570,1.7861,Brute Force,High,Attack
2026-06-09 19:15:34,192.168.1.53,218.187.255.111,64350,22,UDP,6679,2.2005,Normal,None,Normal
2026-06-09 19:17:22,192.168.1.16,126.35.223.186,14472,110,TCP,2263,3.9562,Normal,None,Normal
2026-06-09 19:19:14,192.168.1.56,214.83.93.245,12568,25,TCP,2564,0.6536,Normal,None,Normal
2026-06-09 19:19:33,192.168.1.47,190.125.233.238,16249,22,TCP,561,4.3718,Normal,None,Normal
2026-06-09 19:19:40,192.168.1.15,219.166.26.159,49808,22,UDP,5665,2.5007,Normal,None,Normal
2026-06-09 19:22:17,91.199.120.208,192.168.1.57,16107,8080,TCP,1788,2.594,Malware C2,Critical,Attack
2026-06-09 19:23:31,31.55.110.214,192.168.1.54,61393,8080,TCP,2728,26.495,Malware C2,Critical,Attack
2026-06-09 19:24:14,10.0.0.7,32.92.127.4,55687,3306,UDP,12175,2.0567,Normal,None,Normal
2026-06-09 19:26:25,192.168.1.31,216.25.118.48,38128,25,TCP,4945,0.3227,Normal,None,Normal
2026-06-09 19:27:05,10.0.0.26,197.181.147.204,43657,5432,TCP,2217,1.8963,Normal,None,Normal
2026-06-09 19:27:24,192.168.1.31,106.115.168.238,10503,110,UDP,12495,1.5802,Normal,None,Normal
2026-06-09 19:29:34,192.168.1.18,139.31.127.63,55398,443,UDP,1410,1.1508,Normal,None,Normal
2026-06-09 19:30:37,10.0.0.22,208.109.142.142,57881,3306,TCP,14877,1.8033,Normal,None,Normal
2026-06-09 19:32:44,192.168.1.50,165.113.114.47,53998,143,UDP,5482,2.9054,Normal,None,Normal
2026-06-09 19:33:27,192.168.1.21,38.190.35.55,24519,53,UDP,14637,3.5376,Normal,None,Normal
2026-06-09 19:36:54,10.0.0.7,223.94.109.147,28025,25,UDP,2538,3.8477,Normal,None,Normal
2026-06-09 19:38:18,131.88.8.146,192.168.1.47,1357,880,UDP,54,0.0421,Port Scan,Low,Attack
2026-06-09 19:38:50,192.168.1.53,195.65.153.114,12456,443,TCP,12332,1.2952,Normal,None,Normal
2026-06-09 19:43:10,192.168.1.51,199.55.27.218,45874,22,TCP,9527,3.1649,Normal,None,Normal
2026-06-09 19:44:26,25.33.67.55,192.168.1.29,30336,5432,TCP,923,0.4658,SQL Injection,High,Attack
2026-06-09 19:44:39,192.168.1.30,30.147.112.15,45967,443,UDP,11384,4.429,Normal,None,Normal
2026-06-09 19:45:05,10.0.0.5,193.0.65.123,10312,25,UDP,10615,0.9629,Normal,None,Normal
2026-06-09 19:46:33,10.0.0.20,21.84.16.137,29640,25,TCP,14647,3.3992,Normal,None,Normal
2026-06-09 19:47:16,175.103.245.200,10.0.0.17,37227,23,TCP,394,0.1834,Brute Force,High,Attack
2026-06-09 19:47:51,192.168.1.26,29.162.82.253,6271,22,UDP,12387,3.5334,Normal,None,Normal
2026-06-09 19:48:12,159.190.8.211,192.168.1.36,46318,5432,TCP,1077,0.0765,SQL Injection,High,Attack
2026-06-09 19:48:26,76.188.62.46,192.168.1.20,32080,443,TCP,52153,0.0015,DDoS,Critical,Attack
2026-06-09 19:50:42,192.168.1.20,187.251.245.154,19360,3306,UDP,5241,2.1148,Normal,None,Normal
2026-06-09 19:53:08,175.103.245.200,192.168.1.29,15446,443,TCP,1242,0.3762,SQL Injection,High,Attack
2026-06-09 19:53:13,192.168.1.46,75.32.31.191,36255,5432,UDP,4045,1.9389,Normal,None,Normal
2026-06-09 19:53:51,10.0.0.13,22.195.56.127,46932,110,TCP,1052,3.2821,Normal,None,Normal
2026-06-09 19:55:21,10.0.0.20,110.226.95.45,2172,25,TCP,5004,1.8487,Normal,None,Normal
2026-06-09 20:01:59,192.168.1.39,184.233.31.175,58512,5432,UDP,10619,4.2139,Normal,None,Normal
2026-06-09 20:02:21,192.168.1.31,194.116.145.170,61226,443,TCP,8636,4.3477,Normal,None,Normal
2026-06-09 20:07:11,192.168.1.13,195.232.130.70,53975,443,UDP,2902,3.812,Normal,None,Normal
2026-06-09 20:07:29,192.168.1.16,222.59.47.28,50734,22,UDP,894,0.3067,Normal,None,Normal
2026-06-09 20:08:23,10.0.0.23,25.123.33.105,2457,22,TCP,7609,3.594,Normal,None,Normal
2026-06-09 20:08:30,23.2.103.250,192.168.1.43,14335,80,TCP,35166,0.0087,DDoS,Critical,Attack
2026-06-09 20:10:47,10.0.0.9,223.30.0.12,13144,3306,TCP,14522,3.5454,Normal,None,Normal
2026-06-09 20:10:59,192.168.1.15,183.253.167.144,5796,22,UDP,10215,4.2637,Normal,None,Normal
2026-06-09 20:16:12,200.236.100.70,192.168.1.55,51294,861,TCP,91,0.0364,Port Scan,Low,Attack
2026-06-09 20:19:30,192.168.1.32,210.116.148.111,17413,3306,TCP,14659,2.3279,Normal,None,Normal
2026-06-09 20:22:30,200.236.100.70,10.0.0.16,10301,6666,TCP,2763,15.9176,Malware C2,Critical,Attack
2026-06-09 20:25:34,79.15.41.166,10.0.0.14,56471,80,UDP,7451,0.0028,DDoS,Critical,Attack
