timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,duration_sec,attack_type,severity,label
2026-06-09 21:01:16,180.182.144.41,192.168.1.44,24235,21,TCP,373,1.7104,Brute Force,High,Attack
2026-06-09 21:05:25,181.251.112.72,192.168.1.41,50461,582,UDP,114,0.0027,Port Scan,Low,Attack
2026-06-09 21:06:12,31.55.110.214,10.0.0.28,1444,1234,TCP,1977,7.2841,Malware C2,Critical,Attack
2026-06-09 21:14:48,140.18.101.214,192.168.1.57,38074,22,TCP,378,1.3637,Brute Force,High,Attack
2026-06-09 21:25:12,181.251.112.72,192.168.1.54,8663,22,TCP,562,1.6564,Brute Force,High,Attack
2026-06-09 21:25:21,159.190.8.211,192.168.1.33,56545,21,TCP,414,1.588,Brute Force,High,Attack
2026-06-09 21:27:20,76.188.62.46,10.0.0.14,25201,5432,TCP,632,0.1749,SQL Injection,High,Attack
2026-06-09 21:34:59,76.188.62.46,192.168.1.41,28817,6666,TCP,1664,28.4932,Malware C2,Critical,Attack
2026-06-09 21:45:34,140.18.101.214,10.0.0.26,46395,3306,TCP,1147,0.4225,SQL Injection,High,Attack
2026-06-09 21:45:51,79.15.41.166,192.168.1.11,49287,23,TCP,422,1.7662,Brute Force,High,Attack
2026-06-09 21:46:02,91.199.120.208,10.0.0.5,3779,5432,TCP,356,0.3554,SQL Injection,High,Attack
2026-06-09 21:48:19,181.251.112.72,10.0.0.6,36565,443,TCP,37249,0.0027,DDoS,Critical,Attack
2026-06-09 21:52:02,200.236.100.70,10.0.0.26,63783,3389,TCP,545,1.5651,Brute Force,High,Attack
2026-06-09 21:52:05,91.199.120.208,10.0.0.17,22952,443,TCP,12558,0.0015,DDoS,Critical,Attack
2026-06-09 21:54:15,159.190.8.211,192.168.1.55,29275,443,TCP,1104,0.1818,SQL Injection,High,Attack
2026-06-09 21:57:15,23.2.103.250,10.0.0.10,33355,935,UDP,111,0.0176,Port Scan,Low,Attack
2026-06-09 22:10:05,159.190.8.211,192.168.1.23,52835,449,TCP,89,0.0235,Port Scan,Low,Attack
2026-06-09 22:19:25,181.251.112.72,192.168.1.13,62893,3306,TCP,421,0.0883,SQL Injection,High,Attack
2026-06-09 22:28:56,49.158.14.52,192.168.1.45,24424,757,TCP,92,0.0193,Port Scan,Low,Attack
2026-06-09 22:31:47,91.199.120.208,192.168.1.31,45877,3306,TCP,635,0.1543,SQL Injection,High,Attack
2026-06-09 22:40:58,159.190.8.211,192.168.1.43,29380,80,TCP,765,0.2008,SQL Injection,High,Attack
2026-06-09 22:41:46,181.251.112.72,10.0.0.27,48067,3389,TCP,504,1.5449,Brute Force,High,Attack
2026-06-09 22:47:27,140.18.101.214,192.168.1.56,55075,3306,TCP,1278,0.4427,SQL Injection,High,Attack
2026-06-09 22:47:40,31.55.110.214,10.0.0.2,51864,21,TCP,519,0.4679,Brute Force,High,Attack
2026-06-09 22:57:32,181.251.112.72,10.0.0.19,24911,80,TCP,6582,0.0053,DDoS,Critical,Attack
2026-06-09 22:58:50,200.236.100.70,10.0.0.8,59147,22,TCP,301,0.4631,Brute Force,High,Attack
2026-06-09 23:08:43,25.33.67.55,192.168.1.32,12382,8080,TCP,2076,8.1707,Malware C2,Critical,Attack
2026-06-09 23:17:57,175.103.245.200,10.0.0.16,11152,8080,TCP,4633,8.8683,Malware C2,Critical,Attack
2026-06-09 23:21:22,181.251.112.72,10.0.0.18,37801,5432,TCP,1063,0.0808,SQL Injection,High,Attack
2026-06-09 23:36:52,140.18.101.214,10.0.0.19,52588,618,UDP,82,0.0155,Port Scan,Low,Attack
2026-06-09 23:54:16,175.103.245.200,10.0.0.10,37642,22,TCP,510,1.1015,Brute Force,High,Attack
2026-06-09 23:59:02,23.2.103.250,10.0.0.7,58858,6666,TCP,4905,2.5497,Malware C2,Critical,Attack
2026-06-10 00:24:42,31.55.110.214,192.168.1.36,53870,80,TCP,1635,0.3515,SQL Injection,High,Attack
2026-06-10 00:25:56,180.182.144.41,10.0.0.8,7694,4444,TCP,3555,26.8073,Malware C2,Critical,Attack
2026-06-10 00:31:36,23.2.103.250,192.168.1.11,13131,80,UDP,39227,0.0028,DDoS,Critical,Attack
2026-06-10 00:35:24,180.182.144.41,192.168.1.28,49698,22,TCP,332,1.0537,Brute Force,High,Attack
2026-06-10 01:06:22,91.199.120.208,10.0.0.13,62562,21,TCP,550,0.2506,Brute Force,High,Attack
2026-06-10 01:12:37,31.55.110.214,192.168.1.13,24390,443,TCP,25571,0.0027,DDoS,Critical,Attack
2026-06-10 01:13:29,175.103.245.200,10.0.0.16,45687,3306,TCP,1396,0.3774,SQL Injection,High,Attack
2026-06-10 01:28:09,131.88.8.146,192.168.1.55,2309,21,TCP,485,0.5672,Brute Force,High,Attack
2026-06-10 01:30:30,110.11.12.160,192.168.1.14,32379,443,TCP,43186,0.0018,DDoS,Critical,Attack
2026-06-10 01:34:56,181.251.112.72,192.168.1.41,42198,80,TCP,38882,0.0097,DDoS,Critical,Attack
2026-06-10 01:57:38,76.188.62.46,10.0.0.20,55274,6666,TCP,3129,21.4963,Malware C2,Critical,Attack
2026-06-10 01:58:14,131.88.8.146,192.168.1.55,56174,3389,TCP,466,0.6327,Brute Force,High,Attack
2026-06-10 02:10:41,79.15.41.166,192.168.1.49,60315,23,TCP,395,0.9116,Brute Force,High,Attack
2026-06-10 02:22:56,159.190.8.211,192.168.1.48,33551,3389,TCP,354,1.2395,Brute Force,High,Attack
2026-06-10 02:23:36,23.2.103.250,192.168.1.14,50749,53,UDP,22893,0.0099,DDoS,Critical,Attack
2026-06-10 02:31:42,140.18.101.214,10.0.0.4,16571,6666,TCP,1388,29.1684,Malware C2,Critical,Attack
2026-06-10 02:40:06,110.11.12.160,192.168.1.36,12110,5432,TCP,923,0.3559,SQL Injection,High,Attack
2026-06-10 02:48:59,31.55.110.214,192.168.1.41,34090,22,TCP,323,1.4705,Brute Force,High,Attack
2026-06-10 02:58:25,131.88.8.146,192.168.1.52,16013,659,UDP,99,0.0233,Port Scan,Low,Attack
2026-06-10 03:12:47,159.190.8.211,192.168.1.58,55289,883,UDP,72,0.027,Port Scan,Low,Attack
2026-06-10 03:26:55,31.55.110.214,10.0.0.7,40703,6666,TCP,1644,8.5669,Malware C2,Critical,Attack
2026-06-10 03:36:52,140.18.101.214,192.168.1.11,26021,22,TCP,464,1.8697,Brute Force,High,Attack
2026-06-10 03:51:56,31.55.110.214,10.0.0.1,23414,22,TCP,473,1.8262,Brute Force,High,Attack
2026-06-10 04:02:31,159.190.8.211,192.168.1.29,14029,959,TCP,81,0.0427,Port Scan,Low,Attack
2026-06-10 04:09:59,25.33.67.55,192.168.1.15,1572,5432,TCP,788,0.2453,SQL Injection,High,Attack
2026-06-10 04:12:52,31.55.110.214,192.168.1.34,57854,150,UDP,119,0.0191,Port Scan,Low,Attack
2026-06-10 04:18:11,91.199.120.208,10.0.0.8,9726,3306,TCP,1955,0.2889,SQL Injection,High,Attack
2026-06-10 04:27:53,131.88.8.146,192.168.1.28,27165,5432,TCP,1417,0.1878,SQL Injection,High,Attack
2026-06-10 04:28:15,23.2.103.250,10.0.0.21,44051,80,TCP,1176,0.4199,SQL Injection,High,Attack
2026-06-10 04:33:59,91.199.120.208,10.0.0.25,59751,320,TCP,66,0.0133,Port Scan,Low,Attack
2026-06-10 04:36:20,175.103.245.200,10.0.0.21,63063,80,TCP,36444,0.0071,DDoS,Critical,Attack
2026-06-10 04:40:25,110.11.12.160,192.168.1.39,17158,8080,TCP,1302,18.2174,Malware C2,Critical,Attack
2026-06-10 04:41:39,175.103.245.200,10.0.0.14,29488,21,TCP,545,1.3312,Brute Force,High,Attack
2026-06-10 05:00:41,49.158.14.52,10.0.0.22,44778,53,UDP,33831,0.0083,DDoS,Critical,Attack
2026-06-10 05:01:08,140.18.101.214,192.168.1.32,6280,443,TCP,1464,0.0014,DDoS,Critical,Attack
2026-06-10 05:12:20,49.158.14.52,10.0.0.25,65245,53,TCP,26213,0.0066,DDoS,Critical,Attack
2026-06-10 05:17:19,76.188.62.46,192.168.1.26,63540,256,TCP,56,0.012,Port Scan,Low,Attack
2026-06-10 05:19:04,200.236.100.70,192.168.1.31,61467,5432,TCP,1548,0.0735,SQL Injection,High,Attack
2026-06-10 05:27:58,79.15.41.166,192.168.1.38,37500,8080,TCP,4542,1.227,Malware C2,Critical,Attack
2026-06-10 05:30:31,76.188.62.46,192.168.1.41,32554,991,UDP,91,0.0107,Port Scan,Low,Attack
2026-06-10 05:32:41,159.190.8.211,192.168.1.29,15944,80,UDP,60519,0.0076,DDoS,Critical,Attack
2026-06-10 05:35:07,23.2.103.250,192.168.1.27,19981,8080,TCP,4135,22.7707,Malware C2,Critical,Attack
2026-06-10 05:35:58,79.15.41.166,192.168.1.19,40980,1234,TCP,3975,27.015,Malware C2,Critical,Attack
2026-06-10 05:37:06,175.103.245.200,10.0.0.4,22392,3389,TCP,343,0.6117,Brute Force,High,Attack
2026-06-10 05:38:11,76.188.62.46,192.168.1.27,36825,80,UDP,9142,0.002,DDoS,Critical,Attack
2026-06-10 05:43:04,79.15.41.166,10.0.0.10,35087,21,TCP,340,0.2089,Brute Force,High,Attack
2026-06-10 05:49:34,159.190.8.211,192.168.1.52,9799,5432,TCP,1552,0.3205,SQL Injection,High,Attack
2026-06-10 05:55:45,91.199.120.208,192.168.1.48,53954,4444,TCP,3572,10.5785,Malware C2,Critical,Attack
2026-06-10 06:07:46,180.182.144.41,10.0.0.22,49254,8080,TCP,4184,9.3462,Malware C2,Critical,Attack
2026-06-10 06:18:54,49.158.14.52,192.168.1.39,56341,80,TCP,792,0.0591,SQL Injection,High,Attack
2026-06-10 06:26:51,131.88.8.146,192.168.1.33,26528,454,TCP,109,0.0111,Port Scan,Low,Attack
2026-06-10 06:32:57,175.103.245.200,192.168.1.16,5489,8080,TCP,2841,8.4031,Malware C2,Critical,Attack
2026-06-10 06:46:10,23.2.103.250,10.0.0.16,33707,6666,TCP,2341,5.7624,Malware C2,Critical,Attack
2026-06-10 06:54:34,140.18.101.214,192.168.1.44,59588,80,TCP,23843,0.0047,DDoS,Critical,Attack
2026-06-10 06:57:45,110.11.12.160,192.168.1.47,58486,53,UDP,31400,0.0064,DDoS,Critical,Attack
2026-06-10 07:21:09,25.33.67.55,192.168.1.14,1696,80,TCP,53983,0.0038,DDoS,Critical,Attack
2026-06-10 07:32:45,76.188.62.46,192.168.1.52,9717,3306,TCP,1025,0.0673,SQL Injection,High,Attack
2026-06-10 07:34:16,140.18.101.214,192.168.1.41,20573,5432,TCP,393,0.4469,SQL Injection,High,Attack
2026-06-10 07:43:32,110.11.12.160,192.168.1.12,55392,1234,TCP,4962,14.6288,Malware C2,Critical,Attack
2026-06-10 07:50:48,91.199.120.208,10.0.0.27,4259,80,TCP,41739,0.0077,DDoS,Critical,Attack
2026-06-10 08:00:10,49.158.14.52,10.0.0.20,19526,3306,TCP,1172,0.2257,SQL Injection,High,Attack
2026-06-10 08:07:31,159.190.8.211,192.168.1.34,43865,4444,TCP,3003,4.6777,Malware C2,Critical,Attack
2026-06-10 08:10:24,76.188.62.46,10.0.0.2,37086,443,TCP,1530,0.4756,SQL Injection,High,Attack
2026-06-10 08:11:58,76.188.62.46,192.168.1.22,35335,5432,TCP,385,0.1769,SQL Injection,High,Attack
2026-06-10 08:14:20,200.236.100.70,192.168.1.55,19897,5432,TCP,1278,0.2368,SQL Injection,High,Attack
2026-06-10 08:21:17,110.11.12.160,10.0.0.27,23085,6666,TCP,1605,25.3803,Malware C2,Critical,Attack
2026-06-10 08:26:16,180.182.144.41,192.168.1.16,56079,53,UDP,61944,0.0046,DDoS,Critical,Attack
2026-06-10 08:31:00,31.55.110.214,10.0.0.14,54691,443,TCP,60284,0.0094,DDoS,Critical,Attack
2026-06-10 08:33:14,140.18.101.214,10.0.0.24,32270,3389,TCP,558,1.3312,Brute Force,High,Attack
2026-06-10 08:36:48,23.2.103.250,192.168.1.33,47589,4444,TCP,3565,15.2514,Malware C2,Critical,Attack
2026-06-10 08:37:33,23.2.103.250,192.168.1.48,34940,53,TCP,35043,0.0044,DDoS,Critical,Attack
2026-06-10 08:40:57,200.236.100.70,192.168.1.39,5658,80,UDP,48912,0.0094,DDoS,Critical,Attack
2026-06-10 08:55:09,31.55.110.214,192.168.1.44,21965,416,UDP,56,0.0438,Port Scan,Low,Attack
2026-06-10 08:57:55,175.103.245.200,10.0.0.15,54124,23,TCP,498,0.297,Brute Force,High,Attack
2026-06-10 09:16:11,23.2.103.250,192.168.1.30,42261,5432,TCP,1860,0.4496,SQL Injection,High,Attack
2026-06-10 09:31:35,181.251.112.72,10.0.0.3,55058,1234,TCP,1792,6.4594,Malware C2,Critical,Attack
2026-06-10 09:33:33,23.2.103.250,10.0.0.15,33519,3389,TCP,551,1.9779,Brute Force,High,Attack
2026-06-10 09:37:59,49.158.14.52,10.0.0.18,22066,8080,TCP,4458,10.6106,Malware C2,Critical,Attack
2026-06-10 09:44:38,25.33.67.55,10.0.0.17,13467,6666,TCP,2220,14.329,Malware C2,Critical,Attack
2026-06-10 09:45:28,49.158.14.52,192.168.1.37,63136,539,TCP,90,0.027,Port Scan,Low,Attack
2026-06-10 09:50:03,23.2.103.250,192.168.1.14,64004,3306,TCP,1289,0.3628,SQL Injection,High,Attack
2026-06-10 09:59:12,110.11.12.160,192.168.1.38,40051,5432,TCP,1475,0.4584,SQL Injection,High,Attack
2026-06-10 10:14:30,91.199.120.208,192.168.1.58,3058,80,TCP,928,0.224,SQL Injection,High,Attack
2026-06-10 10:22:30,76.188.62.46,192.168.1.43,33936,23,TCP,506,1.3515,Brute Force,High,Attack
2026-06-10 10:23:06,31.55.110.214,192.168.1.28,45269,734,UDP,58,0.0105,Port Scan,Low,Attack
2026-06-10 10:30:37,76.188.62.46,192.168.1.15,15890,4444,TCP,3390,4.6635,Malware C2,Critical,Attack
2026-06-10 10:31:08,181.251.112.72,192.168.1.49,31832,21,TCP,488,0.6208,Brute Force,High,Attack
2026-06-10 10:31:39,180.182.144.41,192.168.1.12,60479,8080,TCP,4482,24.5757,Malware C2,Critical,Attack
2026-06-10 10:35:51,175.103.245.200,10.0.0.20,19565,80,TCP,27244,0.0011,DDoS,Critical,Attack
2026-06-10 10:46:40,181.251.112.72,192.168.1.14,1717,1234,TCP,3758,16.7397,Malware C2,Critical,Attack
2026-06-10 10:52:36,200.236.100.70,192.168.1.20,14183,589,TCP,71,0.0192,Port Scan,Low,Attack
2026-06-10 10:55:47,25.33.67.55,10.0.0.26,4734,21,TCP,426,1.1776,Brute Force,High,Attack
2026-06-10 10:56:41,31.55.110.214,192.168.1.13,46549,53,UDP,34554,0.003,DDoS,Critical,Attack
2026-06-10 11:00:52,200.236.100.70,10.0.0.19,61803,80,TCP,1265,0.2759,SQL Injection,High,Attack
2026-06-10 11:12:52,159.190.8.211,10.0.0.11,4837,80,TCP,4892,0.0066,DDoS,Critical,Attack
2026-06-10 11:13:29,175.103.245.200,10.0.0.2,6379,443,UDP,26023,0.0074,DDoS,Critical,Attack
2026-06-10 11:17:22,159.190.8.211,192.168.1.30,38790,443,UDP,53245,0.0047,DDoS,Critical,Attack
2026-06-10 11:23:02,175.103.245.200,10.0.0.17,47918,443,UDP,23606,0.0015,DDoS,Critical,Attack
2026-06-10 11:26:15,91.199.120.208,192.168.1.25,16592,5432,TCP,1150,0.4285,SQL Injection,High,Attack
2026-06-10 11:50:19,76.188.62.46,192.168.1.12,43657,443,UDP,30773,0.0094,DDoS,Critical,Attack
2026-06-10 11:54:08,23.2.103.250,192.168.1.48,15436,3306,TCP,940,0.3901,SQL Injection,High,Attack
2026-06-10 11:59:11,140.18.101.214,192.168.1.41,44649,835,UDP,114,0.0495,Port Scan,Low,Attack
2026-06-10 12:12:56,25.33.67.55,192.168.1.50,2187,80,UDP,41531,0.0094,DDoS,Critical,Attack
2026-06-10 12:15:58,49.158.14.52,192.168.1.11,50826,8080,TCP,2198,10.5489,Malware C2,Critical,Attack
2026-06-10 12:17:29,175.103.245.200,10.0.0.20,38714,8080,TCP,1956,9.711,Malware C2,Critical,Attack
2026-06-10 12:23:50,31.55.110.214,10.0.0.19,28462,8080,TCP,1483,17.2937,Malware C2,Critical,Attack
2026-06-10 12:45:01,25.33.67.55,192.168.1.39,44663,21,TCP,310,1.0049,Brute Force,High,Attack
2026-06-10 12:50:23,200.236.100.70,10.0.0.1,42840,1234,TCP,4437,12.1478,Malware C2,Critical,Attack
2026-06-10 13:00:40,159.190.8.211,192.168.1.43,2021,80,TCP,42652,0.0084,DDoS,Critical,Attack
2026-06-10 13:03:22,159.190.8.211,10.0.0.8,56669,1234,TCP,2600,26.9868,Malware C2,Critical,Attack
2026-06-10 13:04:31,25.33.67.55,10.0.0.27,60843,80,TCP,11889,0.0049,DDoS,Critical,Attack
2026-06-10 13:05:44,79.15.41.166,10.0.0.13,7644,22,TCP,437,0.5163,Brute Force,High,Attack
2026-06-10 13:09:07,181.251.112.72,192.168.1.56,32482,460,TCP,81,0.0427,Port Scan,Low,Attack
2026-06-10 13:11:23,140.18.101.214,192.168.1.45,37301,4444,TCP,2110,27.3897,Malware C2,Critical,Attack
2026-06-10 13:14:17,131.88.8.146,192.168.1.48,41935,3306,TCP,452,0.3016,SQL Injection,High,Attack
2026-06-10 13:15:19,140.18.101.214,192.168.1.49,37843,672,TCP,44,0.0084,Port Scan,Low,Attack
2026-06-10 13:26:45,23.2.103.250,10.0.0.12,8525,443,TCP,10752,0.0042,DDoS,Critical,Attack
2026-06-10 13:33:57,31.55.110.214,192.168.1.44,4797,53,UDP,9312,0.0091,DDoS,Critical,Attack
2026-06-10 13:37:31,131.88.8.146,192.168.1.18,28061,443,TCP,29385,0.0053,DDoS,Critical,Attack
2026-06-10 13:45:17,140.18.101.214,192.168.1.10,43493,4444,TCP,2005,21.5533,Malware C2,Critical,Attack
2026-06-10 13:59:40,159.190.8.211,192.168.1.54,57167,8080,TCP,1284,12.3316,Malware C2,Critical,Attack
2026-06-10 14:03:29,181.251.112.72,192.168.1.11,59393,21,TCP,510,1.843,Brute Force,High,Attack
